id;key;locale;value
v246-0729;workforce.ui.contractors.costPlusDescription;en-US;Worker cost plus a fixed fee or percentage.
v246-0730;workforce.ui.contractors.costPlusDescription;ar-EG;تكلفة العمال مضافاً إليها عمولة ثابتة أو نسبة مئوية.
v246-0731;workforce.ui.contractors.createdSuccess;en-US;Contractor created successfully
v246-0732;workforce.ui.contractors.createdSuccess;ar-EG;تم إنشاء المقاول بنجاح
v246-0733;workforce.ui.contractors.cycle;en-US;Settlement cycle
v246-0734;workforce.ui.contractors.cycle;ar-EG;دورة التسوية
v246-0735;workforce.ui.contractors.cycle15;en-US;Every 15 days (twice monthly)
v246-0736;workforce.ui.contractors.cycle15;ar-EG;كل 15 يومًا (فترتان شهريًا)
v246-0737;workforce.ui.contractors.cycle30;en-US;Every 30 days
v246-0738;workforce.ui.contractors.cycle30;ar-EG;كل 30 يومًا
v246-0739;workforce.ui.contractors.dailyRateDescription;en-US;Calculated using the contractor's day/hour rate independently of each worker's daily rate.
v246-0740;workforce.ui.contractors.dailyRateDescription;ar-EG;الحساب بسعر المقاول لكل يوم/ساعة بصرف النظر عن يومية العامل.
v246-0741;workforce.ui.contractors.dealingStatus;en-US;Status
v246-0742;workforce.ui.contractors.dealingStatus;ar-EG;حالة التعامل
v246-0743;workforce.ui.contractors.defaultRate;en-US;Default contractor daily rate
v246-0744;workforce.ui.contractors.defaultRate;ar-EG;سعر المقاول اليومي الافتراضي
v246-0745;workforce.ui.contractors.editTitle;en-US;Edit contractor
v246-0746;workforce.ui.contractors.editTitle;ar-EG;تعديل بيانات المقاول
v246-0747;workforce.ui.contractors.eyebrow;en-US;Contractor management
v246-0748;workforce.ui.contractors.eyebrow;ar-EG;إدارة المقاولين
v246-0749;workforce.ui.contractors.feeValue;en-US;Fee value (amount or %)
v246-0750;workforce.ui.contractors.feeValue;ar-EG;قيمة العمولة (مبلغ أو نسبة %)
v246-0751;workforce.ui.contractors.fixedAmount;en-US;Fixed period amount
v246-0752;workforce.ui.contractors.fixedAmount;ar-EG;مبلغ الفترة الثابت
v246-0753;workforce.ui.contractors.fixedDescription;en-US;A fixed amount agreed for each settlement period, with additions and deductions.
v246-0754;workforce.ui.contractors.fixedDescription;ar-EG;مبلغ ثابت متفق عليه لكل فترة تسوية مع تعديلات الإضافة والخصم.
v246-0755;workforce.ui.contractors.fullName;en-US;Full name
v246-0756;workforce.ui.contractors.fullName;ar-EG;الاسم الكامل
v246-0757;workforce.ui.contractors.modelRequired;en-US;Contractor accounting model *
v246-0758;workforce.ui.contractors.modelRequired;ar-EG;نموذج محاسبة المقاول الإلزامي *
v246-0759;workforce.ui.contractors.nameRequired;en-US;Contractor name *
v246-0760;workforce.ui.contractors.nameRequired;ar-EG;اسم المقاول *
v246-0761;workforce.ui.contractors.paymentRouting;en-US;Payment routing
v246-0762;workforce.ui.contractors.paymentRouting;ar-EG;جهة الصرف
v246-0763;workforce.ui.contractors.phone;en-US;Phone
v246-0764;workforce.ui.contractors.phone;ar-EG;الهاتف
v246-0765;workforce.ui.contractors.phoneRequired;en-US;Phone number *
v246-0766;workforce.ui.contractors.phoneRequired;ar-EG;رقم الهاتف *
v246-0767;workforce.ui.contractors.requiredError;en-US;Code, contractor name, and phone number are required.
v246-0768;workforce.ui.contractors.requiredError;ar-EG;الكود واسم المقاول ورقم الهاتف حقول إلزامية.
v246-0769;workforce.ui.contractors.routingDirect;en-US;Pay workers directly and the fee to the contractor
v246-0770;workforce.ui.contractors.routingDirect;ar-EG;صرف مستحقات العمال مباشرة وصرف العمولة للمقاول
v246-0771;workforce.ui.contractors.routingDirectShort;en-US;"Workers directly; fee to contractor"
v246-0772;workforce.ui.contractors.routingDirectShort;ar-EG;مباشر للعمال والعمولة للمقاول
v246-0773;workforce.ui.contractors.routingFull;en-US;Pay the full amount to the contractor
v246-0774;workforce.ui.contractors.routingFull;ar-EG;صرف كامل المبلغ للمقاول
v246-0775;workforce.ui.contractors.routingFullShort;en-US;Full amount to contractor
v246-0776;workforce.ui.contractors.routingFullShort;ar-EG;كامل للمقاول
v246-0777;workforce.ui.contractors.routingMixed;en-US;Mixed payment
v246-0778;workforce.ui.contractors.routingMixed;ar-EG;صرف مختلط
v246-0779;workforce.ui.contractors.routingMixedShort;en-US;Mixed
v246-0780;workforce.ui.contractors.routingMixedShort;ar-EG;مختلط
v246-0781;workforce.ui.contractors.saveErrorHelp;en-US;Review the data or connection and try again. The dialog stays open until the server confirms the save.
v246-0782;workforce.ui.contractors.saveErrorHelp;ar-EG;راجع البيانات أو الاتصال ثم أعد المحاولة. لن تُغلق النافذة قبل تأكيد الحفظ من الخادم.
v246-0783;workforce.ui.contractors.saveErrorTitle;en-US;Could not save the contractor.
v246-0784;workforce.ui.contractors.saveErrorTitle;ar-EG;تعذر حفظ المقاول.
v246-0785;workforce.ui.contractors.saveFailed;en-US;Unexpected error while saving the contractor.
v246-0786;workforce.ui.contractors.saveFailed;ar-EG;حدث خطأ غير متوقع أثناء حفظ المقاول.
v246-0787;workforce.ui.contractors.saving;en-US;Saving and verifying...
v246-0788;workforce.ui.contractors.saving;ar-EG;جارٍ الحفظ والتحقق...
v246-0789;workforce.ui.contractors.title;en-US;Contractor directory and accounting models
v246-0790;workforce.ui.contractors.title;ar-EG;دليل المقاولين ونماذج المحاسبة
v246-0791;workforce.ui.contractors.tradeName;en-US;Trade name
v246-0792;workforce.ui.contractors.tradeName;ar-EG;الاسم التجاري
v246-0793;workforce.ui.contractors.updatedSuccess;en-US;Contractor updated successfully
v246-0794;workforce.ui.contractors.updatedSuccess;ar-EG;تم تحديث بيانات المقاول بنجاح
v246-0795;workforce.ui.contractors.verifyFailed;en-US;The server accepted the save, but the record did not appear after refreshing the data.
v246-0796;workforce.ui.contractors.verifyFailed;ar-EG;استجاب الخادم للحفظ لكن السجل لم يظهر بعد إعادة تحميل البيانات.
v246-0797;workforce.ui.contractors.workerNetDescription;en-US;Contractor payable equals the workers' net total after deductions and advances.
v246-0798;workforce.ui.contractors.workerNetDescription;ar-EG;مستحق المقاول يساوي مجموع صافي العمال بعد الخصومات والسلف.
v246-0799;workforce.ui.currencyEgp;en-US;EGP
v246-0800;workforce.ui.currencyEgp;ar-EG;ج.م
v246-0801;workforce.ui.dashboard.accepted;en-US;Accepted:
v246-0802;workforce.ui.dashboard.accepted;ar-EG;مقبول:
v246-0803;workforce.ui.dashboard.acceptedVsRequested;en-US;Accepted vs requested
v246-0804;workforce.ui.dashboard.acceptedVsRequested;ar-EG;المقبول مقابل المطلوب
v246-0805;workforce.ui.dashboard.activeContractors;en-US;Active contractors
v246-0806;workforce.ui.dashboard.activeContractors;ar-EG;المقاولون النشطون
v246-0807;workforce.ui.dashboard.activeRequests;en-US;Active labor requests
v246-0808;workforce.ui.dashboard.activeRequests;ar-EG;طلبات العمالة النشطة
v246-0809;workforce.ui.dashboard.activityStatus;en-US;Activity status
v246-0810;workforce.ui.dashboard.activityStatus;ar-EG;حالة النشاط
v246-0811;workforce.ui.dashboard.advanceGranted;en-US;Principal advances {amount}
v246-0812;workforce.ui.dashboard.advanceGranted;ar-EG;أصل السلف {amount}
v246-0813;workforce.ui.dashboard.advancePaid;en-US;Repaid {amount}
v246-0814;workforce.ui.dashboard.advancePaid;ar-EG;تم سداده {amount}
v246-0815;workforce.ui.dashboard.advanceRemaining;en-US;Remaining advance balance
v246-0816;workforce.ui.dashboard.advanceRemaining;ar-EG;الرصيد المتبقي من السلف
v246-0817;workforce.ui.dashboard.advanceRisk;en-US;Advance exposure
v246-0818;workforce.ui.dashboard.advanceRisk;ar-EG;مخاطر السلف
v246-0819;workforce.ui.dashboard.allLocations;en-US;All locations
v246-0820;workforce.ui.dashboard.allLocations;ar-EG;كل المواقع
v246-0821;workforce.ui.dashboard.byCategory;en-US;Workers by category
v246-0822;workforce.ui.dashboard.byCategory;ar-EG;العمال حسب الفئة
v246-0823;workforce.ui.dashboard.byCategoryAria;en-US;Chart showing workers by category
v246-0824;workforce.ui.dashboard.byCategoryAria;ar-EG;رسم يوضح عدد العمال حسب الفئة
v246-0825;workforce.ui.dashboard.byContractor;en-US;Workers by contractor
v246-0826;workforce.ui.dashboard.byContractor;ar-EG;العمال حسب المقاول
v246-0827;workforce.ui.dashboard.byContractorAria;en-US;Chart showing workers by contractor
v246-0828;workforce.ui.dashboard.byContractorAria;ar-EG;رسم يوضح عدد العمال حسب المقاول
v246-0829;workforce.ui.dashboard.category;en-US;Worker category
v246-0830;workforce.ui.dashboard.category;ar-EG;فئة العامل
v246-0831;workforce.ui.dashboard.clearFilters;en-US;Clear filters
v246-0832;workforce.ui.dashboard.clearFilters;ar-EG;مسح الفلاتر
v246-0833;workforce.ui.dashboard.contractorCode;en-US;Contractor code
v246-0834;workforce.ui.dashboard.contractorCode;ar-EG;كود المقاول
v246-0835;workforce.ui.dashboard.contractorName;en-US;Contractor name
v246-0836;workforce.ui.dashboard.contractorName;ar-EG;اسم المقاول
v246-0837;workforce.ui.dashboard.contractorsModels;en-US;Contractors and accounting models
v246-0838;workforce.ui.dashboard.contractorsModels;ar-EG;المقاولون ونماذج الحساب
v246-0839;workforce.ui.dashboard.coverageAria;en-US;Request coverage rate {percent} percent
v246-0840;workforce.ui.dashboard.coverageAria;ar-EG;نسبة تغطية الطلبات {percent} بالمائة
v246-0841;workforce.ui.dashboard.daysCycle;en-US;Every {days} days
v246-0842;workforce.ui.dashboard.daysCycle;ar-EG;كل {days} يوم
v246-0843;workforce.ui.dashboard.distribution;en-US;Workforce distribution
v246-0844;workforce.ui.dashboard.distribution;ar-EG;توزيع القوى العاملة
v246-0845;workforce.ui.dashboard.eyebrow;en-US;Workforce and contractors
v246-0846;workforce.ui.dashboard.eyebrow;ar-EG;العمالة والمقاولون
v246-0847;workforce.ui.dashboard.filtersAria;en-US;Workforce dashboard filters
v246-0848;workforce.ui.dashboard.filtersAria;ar-EG;فلاتر لوحة القوى العاملة
v246-0849;workforce.ui.dashboard.filtersHelp;en-US;Filters are shared across cards and charts and are stored in the page URL.
v246-0850;workforce.ui.dashboard.filtersHelp;ar-EG;الفلاتر مشتركة بين البطاقات والرسوم ومحفوظة داخل رابط الصفحة.
v246-0851;workforce.ui.dashboard.loadFailed;en-US;Could not load data: {detail}
v246-0852;workforce.ui.dashboard.loadFailed;ar-EG;تعذّر تحميل البيانات: {detail}
v246-0853;workforce.ui.dashboard.loading;en-US;Loading data...
v246-0854;workforce.ui.dashboard.loading;ar-EG;جاري تحميل البيانات...
v246-0855;workforce.ui.dashboard.location;en-US;Location
v246-0856;workforce.ui.dashboard.location;ar-EG;الموقع
v246-0857;workforce.ui.dashboard.matchedWorkers;en-US;Matched workers
v246-0858;workforce.ui.dashboard.matchedWorkers;ar-EG;إجمالي العمالة المطابقة
v246-0859;workforce.ui.dashboard.noChartData;en-US;Not enough data to chart
v246-0860;workforce.ui.dashboard.noChartData;ar-EG;لا توجد بيانات كافية للرسم
v246-0861;workforce.ui.dashboard.noContractors;en-US;No contractors are currently registered
v246-0862;workforce.ui.dashboard.noContractors;ar-EG;لا يوجد مقاولون مسجلون حالياً
v246-0863;workforce.ui.dashboard.openAdvances;en-US;Open advances
v246-0864;workforce.ui.dashboard.openAdvances;ar-EG;السلف القائمة
v246-0865;workforce.ui.dashboard.openAdvancesLink;en-US;Open advances →
v246-0866;workforce.ui.dashboard.openAdvancesLink;ar-EG;فتح السلف ←
v246-0867;workforce.ui.dashboard.openDetails;en-US;Open details →
v246-0868;workforce.ui.dashboard.openDetails;ar-EG;فتح التفاصيل ←
v246-0869;workforce.ui.dashboard.openRequests;en-US;Open requests →
v246-0870;workforce.ui.dashboard.openRequests;ar-EG;فتح الطلبات ←
v246-0871;workforce.ui.dashboard.openWorkers;en-US;Open workers →
v246-0872;workforce.ui.dashboard.openWorkers;ar-EG;فتح العمال ←
v246-0873;workforce.ui.dashboard.operationalMix;en-US;Operational mix
v246-0874;workforce.ui.dashboard.operationalMix;ar-EG;المزيج التشغيلي
v246-0875;workforce.ui.dashboard.remaining;en-US;Remaining:
v246-0876;workforce.ui.dashboard.remaining;ar-EG;متبقٍ:
v246-0877;workforce.ui.dashboard.remainingAria;en-US;Remaining advance balance {amount}
v246-0878;workforce.ui.dashboard.remainingAria;ar-EG;الرصيد المتبقي من السلف {amount}
v246-0879;workforce.ui.dashboard.requestCoverage;en-US;Labor request coverage
v246-0880;workforce.ui.dashboard.requestCoverage;ar-EG;تغطية طلبات العمالة
v246-0881;workforce.ui.dashboard.statusActive;en-US;Active
v246-0882;workforce.ui.dashboard.statusActive;ar-EG;نشط
v246-0883;workforce.ui.dashboard.statusInactive;en-US;Inactive
v246-0884;workforce.ui.dashboard.statusInactive;ar-EG;غير نشط
v246-0885;workforce.ui.dashboard.title;en-US;Workforce and daily operations dashboard
v246-0886;workforce.ui.dashboard.title;ar-EG;لوحة متابعة العمالة والتشغيل اليومي
v246-0887;workforce.ui.dashboard.workerCount;en-US;{count} workers
v246-0888;workforce.ui.dashboard.workerCount;ar-EG;{count} عامل
v246-0889;workforce.ui.edit;en-US;Edit
v246-0890;workforce.ui.edit;ar-EG;تعديل
v246-0891;workforce.ui.employee;en-US;Employee
v246-0892;workforce.ui.employee;ar-EG;موظف
v246-0893;workforce.ui.exportExcel;en-US;Export Excel
v246-0894;workforce.ui.exportExcel;ar-EG;تصدير Excel
v246-0895;workforce.ui.hoursShort;en-US;h
v246-0896;workforce.ui.hoursShort;ar-EG;س
v246-0897;workforce.ui.inactive;en-US;Inactive
v246-0898;workforce.ui.inactive;ar-EG;غير نشط
v246-0899;workforce.ui.model.contractorDailyRate;en-US;Independent contractor rate
v246-0900;workforce.ui.model.contractorDailyRate;ar-EG;سعر تعاقد مستقل
v246-0901;workforce.ui.model.fixedPeriodAmount;en-US;Fixed amount per period
v246-0902;workforce.ui.model.fixedPeriodAmount;ar-EG;مبلغ ثابت للفترة
v246-0903;workforce.ui.model.workerCostPlusFee;en-US;Worker cost + fee
v246-0904;workforce.ui.model.workerCostPlusFee;ar-EG;تكلفة العمال + عمولة
v246-0905;workforce.ui.model.workerNetTotal;en-US;Workers net total
v246-0906;workforce.ui.model.workerNetTotal;ar-EG;مجموع صافي العمال
v246-0907;workforce.ui.requests.accepted;en-US;Accepted
v246-0908;workforce.ui.requests.accepted;ar-EG;المقبول
v246-0909;workforce.ui.requests.addItem;en-US;+ Add item
v246-0910;workforce.ui.requests.addItem;ar-EG;+ إضافة بند
v246-0911;workforce.ui.requests.approve;en-US;Approve
v246-0912;workforce.ui.requests.approve;ar-EG;اعتماد
v246-0913;workforce.ui.requests.approved;en-US;Approved
v246-0914;workforce.ui.requests.approved;ar-EG;معتمد
v246-0915;workforce.ui.requests.approving;en-US;Approving request...
v246-0916;workforce.ui.requests.approving;ar-EG;جاري الاعتماد...
v246-0917;workforce.ui.requests.assignedContractor;en-US;Assigned contractor
v246-0918;workforce.ui.requests.assignedContractor;ar-EG;المقاول المكلف
v246-0919;workforce.ui.requests.createFailed;en-US;Could not create the labor request: {detail}
v246-0920;workforce.ui.requests.createFailed;ar-EG;تعذر إنشاء طلب العمالة: {detail}
v246-0921;workforce.ui.requests.createTitle;en-US;Create labor request
v246-0922;workforce.ui.requests.createTitle;ar-EG;إنشاء طلب عمالة جديد
v246-0923;workforce.ui.requests.createdBy;en-US;Created by
v246-0924;workforce.ui.requests.createdBy;ar-EG;منشئ الطلب
v246-0925;workforce.ui.requests.createdSuccess;en-US;Request {number} created successfully
v246-0926;workforce.ui.requests.createdSuccess;ar-EG;تم إنشاء الطلب {number} بنجاح
v246-0927;workforce.ui.requests.draft;en-US;Draft
v246-0928;workforce.ui.requests.draft;ar-EG;مسودة
v246-0929;workforce.ui.requests.empty;en-US;No labor requests are recorded
v246-0930;workforce.ui.requests.empty;ar-EG;لا توجد طلبات عمالة مسجّلة
v246-0931;workforce.ui.requests.eyebrow;en-US;Labor requests
v246-0932;workforce.ui.requests.eyebrow;ar-EG;طلبات العمالة
v246-0933;workforce.ui.requests.firstShift;en-US;First shift
v246-0934;workforce.ui.requests.firstShift;ar-EG;الوردية الأولى
v246-0935;workforce.ui.requests.itemUnit;en-US;item
v246-0936;workforce.ui.requests.itemUnit;ar-EG;بند
v246-0937;workforce.ui.requests.items;en-US;Request items
v246-0938;workforce.ui.requests.items;ar-EG;بنود الطلب
v246-0939;workforce.ui.requests.itemsTitle;en-US;Request items (categories and quantities)
v246-0940;workforce.ui.requests.itemsTitle;ar-EG;بنود الطلب (الفئات والكميات)
v246-0941;workforce.ui.requests.new;en-US;+ Create labor request
v246-0942;workforce.ui.requests.new;ar-EG;+ إنشاء طلب عمالة جديد
v246-0943;workforce.ui.requests.noItems;en-US;No items yet — select Add item to specify the category and required quantity
v246-0944;workforce.ui.requests.noItems;ar-EG;"لا توجد بنود بعد — اضغط على ""إضافة بند"" لتحديد الفئة والكمية المطلوبة"
v246-0945;workforce.ui.requests.notes;en-US;Request notes
v246-0946;workforce.ui.requests.notes;ar-EG;ملاحظات الطلب
v246-0947;workforce.ui.requests.number;en-US;Request number
v246-0948;workforce.ui.requests.number;ar-EG;رقم الطلب
v246-0949;workforce.ui.requests.numberRequired;en-US;Request number *
v246-0950;workforce.ui.requests.numberRequired;ar-EG;رقم الطلب *
v246-0951;workforce.ui.requests.quantity;en-US;Required quantity *
v246-0952;workforce.ui.requests.quantity;ar-EG;الكمية المطلوبة *
v246-0953;workforce.ui.requests.removeAria;en-US;Remove labor request item
v246-0954;workforce.ui.requests.removeAria;ar-EG;حذف بند طلب العمالة
v246-0955;workforce.ui.requests.removeHelp;en-US;Remove item — remove this category from the request
v246-0956;workforce.ui.requests.removeHelp;ar-EG;حذف البند — إزالة هذه الفئة من الطلب
v246-0957;workforce.ui.requests.requiredWarning;en-US;Complete the required request fields and add at least one item.
v246-0958;workforce.ui.requests.requiredWarning;ar-EG;أكمل الحقول المطلوبة وأضف بندًا واحدًا على الأقل.
v246-0959;workforce.ui.requests.send;en-US;Send request to contractor
v246-0960;workforce.ui.requests.send;ar-EG;إرسال الطلب للمقاول
v246-0961;workforce.ui.requests.sending;en-US;Sending...
v246-0962;workforce.ui.requests.sending;ar-EG;جارٍ الإرسال...
v246-0963;workforce.ui.requests.sent;en-US;Sent
v246-0964;workforce.ui.requests.sent;ar-EG;المُرسَل
v246-0965;workforce.ui.requests.shift;en-US;Shift
v246-0966;workforce.ui.requests.shift;ar-EG;الوردية
v246-0967;workforce.ui.requests.shiftName;en-US;Shift name
v246-0968;workforce.ui.requests.shiftName;ar-EG;اسم الوردية
v246-0969;workforce.ui.requests.shiftPlaceholder;en-US;Morning shift
v246-0970;workforce.ui.requests.shiftPlaceholder;ar-EG;الوردية الصباحية
v246-0971;workforce.ui.requests.statusCancelled;en-US;Cancelled
v246-0972;workforce.ui.requests.statusCancelled;ar-EG;ملغي
v246-0973;workforce.ui.requests.statusCompleted;en-US;Completed
v246-0974;workforce.ui.requests.statusCompleted;ar-EG;مكتمل
v246-0975;workforce.ui.requests.statusSent;en-US;Sent
v246-0976;workforce.ui.requests.statusSent;ar-EG;مرسل
v246-0977;workforce.ui.requests.title;en-US;Labor demand requests and daily follow-up
v246-0978;workforce.ui.requests.title;ar-EG;سجل طلبات الاحتياج والمتابعة اليومية
v246-0979;workforce.ui.requests.total;en-US;Total requests
v246-0980;workforce.ui.requests.total;ar-EG;إجمالي الطلبات
v246-0981;workforce.ui.requests.totalRequested;en-US;Total requested
v246-0982;workforce.ui.requests.totalRequested;ar-EG;الإجمالي المطلوب
v246-0983;workforce.ui.requests.totalRequestedLabel;en-US;Total requested:
v246-0984;workforce.ui.requests.totalRequestedLabel;ar-EG;الإجمالي المطلوب:
v246-0985;workforce.ui.requests.workerCategory;en-US;Worker category *
v246-0986;workforce.ui.requests.workerCategory;ar-EG;فئة العمال *
v246-0987;workforce.ui.requests.workerUnit;en-US;worker
v246-0988;workforce.ui.requests.workerUnit;ar-EG;عامل
v246-0989;workforce.ui.retry;en-US;Retry
v246-0990;workforce.ui.retry;ar-EG;إعادة المحاولة
v246-0991;workforce.ui.saveData;en-US;Save data
v246-0992;workforce.ui.saveData;ar-EG;حفظ البيانات
v246-0993;workforce.ui.settlement.action;en-US;Action
v246-0994;workforce.ui.settlement.action;ar-EG;الإجراء
v246-0995;workforce.ui.settlement.advances;en-US;Advances
v246-0996;workforce.ui.settlement.advances;ar-EG;السلف
v246-0997;workforce.ui.settlement.approve;en-US;Approve
v246-0998;workforce.ui.settlement.approve;ar-EG;اعتماد
v246-0999;workforce.ui.settlement.approveFailed;en-US;Could not approve period.
v246-1000;workforce.ui.settlement.approveFailed;ar-EG;تعذر اعتماد الفترة.
v246-1001;workforce.ui.settlement.by;en-US;By
v246-1002;workforce.ui.settlement.by;ar-EG;بواسطة
v246-1003;workforce.ui.settlement.calculatedSuccess;en-US;Calculation completed successfully — version v{version}
v246-1004;workforce.ui.settlement.calculatedSuccess;ar-EG;تم الاحتساب بنجاح — الإصدار v{version}
v246-1005;workforce.ui.settlement.calculating;en-US;Calculating…
v246-1006;workforce.ui.settlement.calculating;ar-EG;جارٍ الاحتساب…
v246-1007;workforce.ui.settlement.contractorNet;en-US;Contractors net
v246-1008;workforce.ui.settlement.contractorNet;ar-EG;صافي المقاولين
v246-1009;workforce.ui.settlement.contractorSettlements;en-US;Contractor settlements
v246-1010;workforce.ui.settlement.contractorSettlements;ar-EG;تسويات المقاولين
v246-1011;workforce.ui.settlement.contractorSettlementsButton;en-US;📋 Contractor settlements
v246-1012;workforce.ui.settlement.contractorSettlementsButton;ar-EG;📋 تسويات المقاولين
v246-1013;workforce.ui.settlement.contractorsFailed;en-US;Could not load contractor settlements.
v246-1014;workforce.ui.settlement.contractorsFailed;ar-EG;تعذر تحميل تسويات المقاولين.
v246-1015;workforce.ui.settlement.contractorsForPeriod;en-US;Contractor settlements for period — {code}
v246-1016;workforce.ui.settlement.contractorsForPeriod;ar-EG;تسويات المقاولين للفترة — {code}
v246-1017;workforce.ui.settlement.create;en-US;Create
v246-1018;workforce.ui.settlement.create;ar-EG;إنشاء
v246-1019;workforce.ui.settlement.createFailed;en-US;Could not create the period.
v246-1020;workforce.ui.settlement.createFailed;ar-EG;تعذر إنشاء الفترة.
v246-1021;workforce.ui.settlement.createTitle;en-US;Create settlement period
v246-1022;workforce.ui.settlement.createTitle;ar-EG;إنشاء فترة تسوية
v246-1023;workforce.ui.settlement.deductions;en-US;Deductions
v246-1024;workforce.ui.settlement.deductions;ar-EG;الخصومات
v246-1025;workforce.ui.settlement.description;en-US;Calculate worker wages and contractor payables and track posting and payment.
v246-1026;workforce.ui.settlement.description;ar-EG;احتساب أجور العمال ومستحقات المقاولين وتتبع القيود والسداد.
v246-1027;workforce.ui.settlement.details;en-US;🔍 View details and actions
v246-1028;workforce.ui.settlement.details;ar-EG;🔍 عرض التفاصيل والإجراءات
v246-1029;workforce.ui.settlement.empty;en-US;No settlement periods.
v246-1030;workforce.ui.settlement.empty;ar-EG;لا توجد فترات تسوية.
v246-1031;workforce.ui.settlement.endDate;en-US;End date *
v246-1032;workforce.ui.settlement.endDate;ar-EG;تاريخ النهاية *
v246-1033;workforce.ui.settlement.error;en-US;Error
v246-1034;workforce.ui.settlement.error;ar-EG;خطأ
v246-1035;workforce.ui.settlement.exportFailed;en-US;Could not export.
v246-1036;workforce.ui.settlement.exportFailed;ar-EG;تعذر التصدير.
v246-1037;workforce.ui.settlement.eyebrow;en-US;Financial settlement document cycle
v246-1038;workforce.ui.settlement.eyebrow;ar-EG;دورة التسوية المستندية المالية
v246-1039;workforce.ui.settlement.flowApproved;en-US;4 Approved
v246-1040;workforce.ui.settlement.flowApproved;ar-EG;4 معتمدة
v246-1041;workforce.ui.settlement.flowAria;en-US;Settlement status flow
v246-1042;workforce.ui.settlement.flowAria;ar-EG;دورة حالات التسوية
v246-1043;workforce.ui.settlement.flowCalculated;en-US;2 Calculated
v246-1044;workforce.ui.settlement.flowCalculated;ar-EG;2 تم الاحتساب
v246-1045;workforce.ui.settlement.flowDraft;en-US;1 Draft
v246-1046;workforce.ui.settlement.flowDraft;ar-EG;1 مسودة
v246-1047;workforce.ui.settlement.flowLocked;en-US;6 Locked / paid
v246-1048;workforce.ui.settlement.flowLocked;ar-EG;6 مقفلة / صرفت
v246-1049;workforce.ui.settlement.flowPosted;en-US;5 Post to Finance
v246-1050;workforce.ui.settlement.flowPosted;ar-EG;5 ترحيل للمالية
v246-1051;workforce.ui.settlement.flowReviewed;en-US;3 Reviewed
v246-1052;workforce.ui.settlement.flowReviewed;ar-EG;3 تمت المراجعة
v246-1053;workforce.ui.settlement.gross;en-US;Gross payable
v246-1054;workforce.ui.settlement.gross;ar-EG;إجمالي المستحقات
v246-1055;workforce.ui.settlement.issues;en-US;Records requiring action
v246-1056;workforce.ui.settlement.issues;ar-EG;السجلات التي تحتاج إجراء
v246-1057;workforce.ui.settlement.issuesFailed;en-US;Could not load issues.
v246-1058;workforce.ui.settlement.issuesFailed;ar-EG;تعذر تحميل المشاكل.
v246-1059;workforce.ui.settlement.lastCalculation;en-US;Last calculation
v246-1060;workforce.ui.settlement.lastCalculation;ar-EG;آخر احتساب
v246-1061;workforce.ui.settlement.lastCalculationFailed;en-US;Last attempt failed: {detail}
v246-1062;workforce.ui.settlement.lastCalculationFailed;ar-EG;آخر محاولة فشلت: {detail}
v246-1063;workforce.ui.settlement.loadFailed;en-US;Could not load settlement periods.
v246-1064;workforce.ui.settlement.loadFailed;ar-EG;تعذر تحميل فترات التسوية.
v246-1065;workforce.ui.settlement.loading;en-US;Loading settlement periods…
v246-1066;workforce.ui.settlement.loading;ar-EG;جارٍ تحميل فترات التسوية…
v246-1067;workforce.ui.settlement.loadingContractors;en-US;Loading contractor settlements…
v246-1068;workforce.ui.settlement.loadingContractors;ar-EG;جارٍ تحميل تسويات المقاولين…
v246-1069;workforce.ui.settlement.lock;en-US;Final lock
v246-1070;workforce.ui.settlement.lock;ar-EG;قفل نهائي
v246-1071;workforce.ui.settlement.lockFailed;en-US;Could not lock period.
v246-1072;workforce.ui.settlement.lockFailed;ar-EG;تعذر قفل الفترة.
v246-1073;workforce.ui.settlement.needsRecalc;en-US;⚠ Recalculation required
v246-1074;workforce.ui.settlement.needsRecalc;ar-EG;⚠ يحتاج إعادة احتساب
v246-1075;workforce.ui.settlement.netPayable;en-US;Net payable
v246-1076;workforce.ui.settlement.netPayable;ar-EG;صافي المستحق
v246-1077;workforce.ui.settlement.new;en-US;＋ Open new period
v246-1078;workforce.ui.settlement.new;ar-EG;＋ فتح فترة جديدة
v246-1079;workforce.ui.settlement.noContractors;en-US;No contractor settlements for this period.
v246-1080;workforce.ui.settlement.noContractors;ar-EG;لا توجد تسويات مقاولين لهذه الفترة.
v246-1081;workforce.ui.settlement.noIssues;en-US;No warnings or errors in the selected version.
v246-1082;workforce.ui.settlement.noIssues;ar-EG;لا توجد تحذيرات أو أخطاء في الإصدار المحدد.
v246-1083;workforce.ui.settlement.openWorkers;en-US;Open worker register
v246-1084;workforce.ui.settlement.openWorkers;ar-EG;فتح سجل العمال
v246-1085;workforce.ui.settlement.paid;en-US;Paid
v246-1086;workforce.ui.settlement.paid;ar-EG;المنصرف
v246-1087;workforce.ui.settlement.period;en-US;Period
v246-1088;workforce.ui.settlement.period;ar-EG;الفترة
v246-1089;workforce.ui.settlement.periodCode;en-US;Period code *
v246-1090;workforce.ui.settlement.periodCode;ar-EG;كود الفترة *
v246-1091;workforce.ui.settlement.previousKept;en-US;The last successful result remains stored unchanged.
v246-1092;workforce.ui.settlement.previousKept;ar-EG;ظلت آخر نتيجة ناجحة محفوظة دون تغيير.
v246-1093;workforce.ui.settlement.problem;en-US;Problem
